y0,S_w,W_fw,A,Lambda,q,ell,t_c,N_z,W_dg,W_p
338.6659121788034,181.49382783038885,253.97777493260745,8.536077445201297,-4.340285145526339,29.06198375961929,0.8841475629927618,0.09191943886595937,4.915019102175526,2080.498096833458,0.044947753114997005
313.0078053063858,194.14026118596303,231.4171039286444,6.590918728197221,-3.855697981747857,34.27396363741008,0.6132353316355073,0.09857123057682,4.756433445975746,2459.964137276273,0.03059162461286508
215.43996530199072,156.76381754094206,258.28552847946014,9.768612269272808,7.989132363077054,20.086126745394587,0.6980170226962453,0.1231487600551628,2.5701415788188653,1923.277111617854,0.0689985824995328
226.20926087536296,151.62513756021923,240.43452994200828,8.59978309471771,1.5133031792260176,36.79077827762249,0.5976187553988211,0.14898417429509936,3.63875042044034,2154.3926118947534,0.06490017117980512
225.9324296903885,167.3528520606761,276.0077573111404,8.784047665418342,-3.2687366092167687,29.955422709237183,0.6289594462543373,0.10067206918399464,2.7552960186150144,1938.564147024188,0.031601878434476614
305.705774419574,198.47115105674948,291.33683519649986,9.126684503256067,9.225869998781507,17.95242070806324,0.5088859668274426,0.12440996104483754,3.3742662096867755,2366.881554944063,0.062387997936742365
359.1132048867034,196.0339796678525,267.7793691526265,8.00355531763547,8.635758758978021,28.124954763025087,0.6211205047076295,0.11992030798116816,5.684986624809373,2252.8539127259646,0.0703535577589422
286.31710220159164,175.15200757246913,297.0822727963636,6.810524761357404,-6.1985455946617884,24.315283851481887,0.7361284096852205,0.12481871310015837,5.294583747661921,2235.173092638862,0.07080711457673577
199.9425419168684,153.16030382565253,283.6728709338452,7.121598805455833,3.9068287675783697,36.297049093603775,0.8100430853893259,0.16256602839756884,4.416076284671729,1777.6730038483286,0.04819000910739583
291.8165667453472,164.63784468738658,224.8695563977043,7.510286652293056,-1.1138417453851233,22.08834051271458,0.7929509546752398,0.10342323989102532,5.7513704986070096,1875.175998614538,0.07685068817177734
284.9161054228319,185.7190998718758,273.2308059858588,8.417425203895313,8.833286563176499,39.37592345258018,0.5695223873230512,0.1766414074720753,4.9254620596940955,2130.529753785326,0.05003379843740311
244.08725325837716,169.16809879484975,290.0921208007829,7.835314907554614,-1.7746409823164164,20.913775503535003,0.633795447169737,0.13574680785114138,3.7345951723181647,2197.66166830636,0.0611116245293255
287.40068181580904,168.68837451417744,255.66072530232003,6.864094138364999,-6.019192069486228,34.445054942445026,0.6701452538852327,0.1011613801907282,4.750685952966416,2461.046565070915,0.029141775034534984
197.30081930618945,186.86340295431376,259.43712575452446,7.693980343309401,5.087469928106433,37.38489538693031,0.9307457657539688,0.15233994594018962,2.797646758201835,1749.903937921575,0.033441358852143326
273.5239464893614,194.17517250257023,279.74807798204074,7.703423891203623,8.48417409592983,30.92627495159354,0.8352796466429511,0.14067406847708305,4.542476503093155,1854.7954495141687,0.05244440001032256
219.66321049274904,164.74970406652844,285.6586039993033,6.3679416842882475,-5.383325092423035,26.69930354089268,0.8907933472776862,0.09628920653121459,3.317550404274209,2038.0283639795316,0.0722306740099958
203.46803539417965,196.4255185595062,237.64011236278543,6.083070418180848,-8.923689854952524,37.78081718881578,0.8228182333506835,0.17256342570219463,2.7316405692388,2348.482411873674,0.06886225351497924
264.1883964193632,191.04053868222607,272.9064229210257,8.390083116997284,3.138534014346339,25.54168426178892,0.8223827687443129,0.11330719147522596,3.053918555833005,2095.740834795376,0.06023426436235978
260.63991954031724,184.22874440862512,239.42245230618096,6.983928736644887,-2.4883245764178685,17.877848473739068,0.509011023026881,0.14684755551350226,4.462989122897452,2275.8331261963326,0.05869872769151508
317.1045730511927,191.40136135863264,224.4186426219606,9.692794775397417,-6.325451582766282,20.69051684593404,0.6215868470738983,0.16612505132712774,4.691712231772663,2142.965569295772,0.0674342426526688
218.01896936055692,167.9901086864481,289.31372462652007,6.946720700247875,1.9950051895752632,23.202925061548733,0.7747864421716144,0.10613362769125702,3.2107669228301154,2093.139232178823,0.029754979651421525
260.880451694977,197.73730548700996,231.24860057946523,6.8037845430627675,3.242973523673296,31.117090495088988,0.5956957916510168,0.16701800996103763,4.387117353495237,2191.7925818378435,0.07770575377076289
219.82170693001515,179.43077230400763,296.5476487951304,8.277558321922907,4.510877822370127,32.840885984867086,0.6247220384880745,0.16616827632064313,3.2201915559365952,1903.6039279758104,0.07143532764621574
236.9790223908784,159.10195425941612,225.88228854230647,6.228707187417606,2.3719467464928314,29.52912281425079,0.8373366384037834,0.10063921702195326,4.222212649074931,2161.842930859477,0.06323050560817231
249.42582978943975,154.28924858943822,282.3929000587312,6.974854614267736,-0.6745830363003957,23.07682998991404,0.5309701611624366,0.14867087250201927,5.365404219126556,2269.9774145300535,0.07163745079706602
254.1459323899528,183.0363645366148,234.21609135296927,9.844544407691709,-7.103853264434958,43.068346037267936,0.5932878043095364,0.14598940028577972,2.9309559848874938,2143.9035184792538,0.044015236751407054
317.6239361883272,160.52210183029422,227.6195508582088,9.196760337344605,4.888736393953238,18.630010264152972,0.7898042236530372,0.08611568984327622,3.795694038506896,2492.895264676471,0.06596231746126587
273.7053759796954,169.31143423787483,252.9566540722875,9.337393734235802,-2.418978623757626,21.000780548938906,0.8085221627399678,0.167382907056719,5.349842019869136,1828.6107186594909,0.03055748700302928
233.8543457831012,151.227973381799,279.2457526916759,7.675844662999581,1.8364147447103465,23.192370142817506,0.6745823031237752,0.1010774041417172,3.302456040229444,2354.779257403332,0.049748128030512026
312.9663959971016,170.94593747554978,235.39444843340465,9.80026872989769,8.209972874235877,25.219927497996995,0.8471276341335552,0.102118351729248,3.6409284156441433,2287.970068709013,0.06498505139338395
236.5219602444037,199.0920438647556,244.1274067958913,6.78653788945128,-9.872256102500929,33.0602556469004,0.6472828371350359,0.14914053205065622,3.1321085516634843,2392.798622986133,0.03663800217205478
275.6254747871329,195.8065995561875,284.638669655165,7.325561810575784,-2.0865585014749226,25.431325571821265,0.8241466339300326,0.15332336602418845,5.09802213080807,1870.5866713298835,0.06264848903229411
391.5557554899474,197.78015293733017,249.2213901369204,9.985833488376327,-6.2586910649863015,40.9933523687494,0.9271771671986013,0.1576771977778768,5.99716033415241,2203.3433626461297,0.07728483004243673
304.2782771657337,173.64750236925036,285.471998202919,9.100025059411475,-8.003535858852729,32.0484275237644,0.9984316728888293,0.11231199490785308,3.7724683478581302,2405.5335450860625,0.03290890131849724
219.1023597858532,162.9930503996245,263.9008439641712,6.423617882802424,-3.228799885243294,17.119900715611088,0.622299765700716,0.12570252547214616,4.660447440222752,1835.6509117398148,0.05342301255375599
284.63799798541254,183.0669887737955,297.6947438617473,8.87843486381154,8.634674010485675,28.298361205622875,0.704799499624441,0.09786713121598338,3.0396723041785307,2319.7573590908464,0.03442049729648584
248.9553541487802,174.4887267127244,269.1584849429088,6.929007613509298,-3.4962333616759533,29.850811950937057,0.7932089778909219,0.12860932498335728,4.083464705353032,2170.918723310265,0.06584738505094577
311.1178509778679,173.42621649226163,294.0907618997226,9.33920806752971,0.892940116897055,39.2732741520113,0.9102560078225502,0.1505390669628825,5.5290142137846185,1933.162368270661,0.07953761676408437
280.32428809891985,155.55388889424094,224.1039037110453,8.345206749162374,9.500954983209656,26.018715118596027,0.7268726775429303,0.11288175073565558,4.625773378748409,2241.6007691128725,0.03512398935577878
183.91862824856184,167.26594325164956,253.6180958564118,6.783694848036687,-2.1939797591305865,18.359812416061747,0.6438736975671183,0.16544807718889165,2.553623927757567,2480.199773559811,0.04526589579529079
316.6147834733336,182.79885106678347,244.8106778322945,7.949954079756024,8.364062155712105,38.22452121914598,0.6747827160026664,0.10588605547757785,4.670209734559473,2299.851524396424,0.025638977407393477
259.2029362662516,183.75441667498188,282.3506717118775,9.900072383826803,-2.9648741892381114,19.00491550771533,0.5696459366956192,0.12279260574688848,2.762104417987572,2067.1540138463097,0.07175840173484949
